"Species","Evaluated/Predicted Score","Method"
"Helicolenus_percoides",1449.5935,"predicted"
"Helotes_sexlineatus",1400.9683,"predicted"
"Hemiglyphidodon_plagiometopon",1611.3347,"predicted"
"Hemigymnus_fasciatus",1575.1467,"predicted"
"Hemigymnus_melapterus",1541.509,"predicted"
"Hemilepidotus_jordani",1464.1191,"predicted"
"Hemiramphus_depauperatus",1286.2505,"predicted"
"Hemitaurichthys_multispinosus",1407.5374,"predicted"
"Hemitaurichthys_polylepis",1622.4213,"predicted"
"Hemitaurichthys_thompsoni",1188.046,"evaluated"
"Hemitaurichthys_zoster",1599.224,"evaluated"
"Heniochus_acuminatus",1727.23481901297,"evaluated"
"Heniochus_chrysostomus",1642.7195,"predicted"
"Heniochus_diphreutes",1691.8508,"predicted"
"Heniochus_intermedius",1727.2545,"predicted"
"Heniochus_monoceros",1673.9604,"predicted"
"Heniochus_pleurotaenia",1696.262,"predicted"
"Heniochus_singularius",1702.2727,"predicted"
"Heniochus_varius",1676.1833,"predicted"
"Heteroclinus_adelaidae",1432.8505,"predicted"
"Heteroclinus_johnstoni",1314.6572,"predicted"
"Heteroclinus_perspicillatus",1431.6165,"predicted"
"Heteroclinus_roseus",1664.3593,"predicted"
"Heteroclinus_tristis",1533.4337,"predicted"
"Heteroconger_hassi",1426.3788,"predicted"
"Heteropriacanthus_cruentatus",1616.1633,"predicted"
"Heteroscarus_acroptilus",1762.694,"predicted"
"Heterostichus_rostratus",1438.9121,"predicted"
"Hexagrammos_agrammus",1344.9609,"predicted"
"Hexagrammos_decagrammus",1632.1025,"predicted"
"Hexagrammos_otakii",1351.7295,"predicted"
"Hexagrammos_stelleri",1323.7642,"predicted"
"Hipposcarus_harid",1610.091,"evaluated"
"Hipposcarus_longiceps",1418.7477,"predicted"
"Holacanthus_bermudensis",1789.705,"evaluated"
"Holacanthus_ciliaris",1980.2004,"predicted"
"Holacanthus_clarionensis",1777.3427,"predicted"
"Holacanthus_passer",1978.804,"predicted"
"Holacanthus_tricolor",1661.6825,"predicted"
"Holocentrus_adscensionis",1578.8005,"predicted"
"Holocentrus_rufus",1662.3816,"predicted"
"Hologymnosus_annulatus",1533.0028,"predicted"
"Hologymnosus_doliatus",1651.8,"evaluated"
"Hoplolatilus_cuniculus",1444.2639,"predicted"
"Hoplolatilus_starcki",1524.0791,"predicted"
"Hoplopagrus_guentherii",1409.9049,"predicted"
"Hyperlophus_vittatus",1427.0867,"predicted"
"Hypoatherina_barnesi",1213.2102,"predicted"
"Hypoplectrodes_annulatus",1439.5312,"predicted"
"Hypoplectrodes_huntii",1407.0049,"predicted"
"Hypoplectrodes_maccullochi",1427.53,"predicted"
"Hypoplectrodes_nigroruber",1470.5713,"predicted"
"Hypoplectrus_aberrans",1460.7056,"predicted"
"Hypoplectrus_castroaguirrei",1474.1472,"predicted"
"Hypoplectrus_chlorurus",1328.5696,"predicted"
"Hypoplectrus_gemma",1667.2524,"predicted"
"Hypoplectrus_guttavarius",1610.387,"predicted"
"Hypoplectrus_indigo",1654.7378,"predicted"
"Hypoplectrus_maya",1755.8529,"predicted"
"Hypoplectrus_nigricans",1468.4991,"predicted"
"Hypoplectrus_providencianus",1484.417,"predicted"
"Hypoplectrus_puella",1625.2085,"predicted"
"Hypoplectrus_unicolor",1468.5151,"predicted"
"Hyporhamphus_affinis",1466.613,"predicted"
"Hyporthodus_flavolimbatus",1368.9457,"predicted"
"Hyporthodus_niveatus",1519.7505,"predicted"
"Hyporthodus_octofasciatus",1483.4517,"predicted"
"Hypsoblennius_proteus",1438.5776,"predicted"
"Hypsurus_caryi",1313.4364,"predicted"
"Hypsypops_rubicundus",1601.5027,"predicted"
"Iniistius_celebicus",1383.4644,"predicted"
"Iniistius_pavo",1541.4827,"predicted"
"Inimicus_caledonicus",1341.9006,"predicted"
"Inimicus_filamentosus",1367.271,"predicted"
"Isocirrhitus_sexfasciatus",1341.0542,"predicted"
"Istigobius_campbelli",1429.2122,"predicted"
"Istigobius_decoratus",1428.0885,"predicted"
"Istigobius_goldmanni",1341.6906,"predicted"
"Istigobius_hoesei",1422.1108,"predicted"
"Istigobius_nigroocellatus",1416.9891,"predicted"
"Istigobius_rigilius",1317.8259,"predicted"
"Itycirrhitus_wilhelmi",1459.9951,"predicted"
"Jenkinsia_lamprotaenia",1235.7223,"predicted"
"Johnrandallia_nigrirostris",1762.1223,"predicted"
"Jordania_zonope",1554.8169,"predicted"
"Karalepis_stewarti",1491.022,"predicted"
"Koumansetta_hectori",1608.9092,"predicted"
"Koumansetta_rainfordi",1633.4015,"predicted"
"Kuhlia_mugil",1319.7977,"predicted"
"Kyphosus_analogus",1285.9026,"predicted"
"Kyphosus_azureus",1382.5278,"predicted"
"Kyphosus_bigibbus",1415.5787,"predicted"
"Kyphosus_cinerascens",1380.67507402792,"evaluated"
"Kyphosus_cornelii",1251.0261,"predicted"
"Kyphosus_elegans",1437.2937,"predicted"
"Kyphosus_incisor",1242.2623,"predicted"
"Kyphosus_ocyurus",1426.1498,"predicted"
"Kyphosus_sectatrix",1382.206,"predicted"
"Kyphosus_sydneyanus",1267.1191,"predicted"
"Kyphosus_vaigiensis",1580.1484,"predicted"
"Labracinus_cyclophthalmus",1644.1395,"predicted"
"Labracinus_lineatus",1500.2806,"predicted"
"Labracoglossa_nitida",1471.9583,"predicted"
"Labrichthys_unilineatus",1587.562,"evaluated"
"Labrisomus_cricota",1412.9795,"predicted"
"Labrisomus_jenkinsi",1456.5969,"predicted"
"Labrisomus_multiporosus",1404.3318,"predicted"
"Labrisomus_nuchipinnis",1447.6294,"predicted"
"Labrisomus_socorroensis",1344.6791,"predicted"
"Labroides_bicolor",1489.2644,"predicted"
"Labroides_dimidiatus",1600.1067,"predicted"
"Labroides_pectoralis",1412.858,"evaluated"
"Labroides_phthirophagus",1548.288,"evaluated"
"Labroides_rubrolabiatus",1505.0879,"predicted"
"Labropsis_alleni",1361.9739,"predicted"
"Labropsis_australis",1532.7986,"predicted"
"Labropsis_manabei",1447.627,"evaluated"
"Labropsis_micronesica",1579.6008,"predicted"
"Labropsis_xanthonota",1570.1514,"predicted"
"Labrus_bergylta",1491.354,"predicted"
"Labrus_merula",1430.886,"predicted"
"Labrus_mixtus",1610.2451,"predicted"
"Labrus_viridis",1489.2054,"predicted"
"Lachnolaimus_maximus",1740.3934,"predicted"
"Lactophrys_bicaudalis",1718.1443,"predicted"
"Lactophrys_triqueter",1700.8726,"predicted"
"Lactoria_diaphana",1452.8188,"predicted"
"Lactoria_fornasini",1766.835,"predicted"
"Larabicus_quadrilineatus",1719.9869,"predicted"
"Latridopsis_ciliaris",1197.7686,"predicted"
"Latridopsis_forsteri",1237.04,"predicted"
"Latropiscis_purpurissatus",1490.8333,"predicted"
"Leiocottus_hirundo",1462.8468,"predicted"
"Lepidonectes_bimaculatus",1469.0604,"predicted"
"Lepidonectes_clarkhubbsi",1412.8381,"predicted"
"Lepidonectes_corallicola",1434.9358,"predicted"
"Lepidozygus_tapeinosoma",1298.9451,"predicted"
"Leptatherina_presbyteroides",1273.8657,"predicted"
"Leptocottus_armatus",1294.1117,"predicted"
"Leptojulis_cyanopleura",1493.4072,"predicted"
"Leptoscarus_vaigiensis",1483.3711,"predicted"
"Lesueurigobius_friesii",1520.4823,"predicted"
"Lethrinus_amboinensis",1286.2218,"predicted"
"Lethrinus_atkinsoni",1412.3481,"predicted"
"Lethrinus_borbonicus",1344.6294,"predicted"
"Lethrinus_erythracanthus",1558.0592,"predicted"
"Lethrinus_erythropterus",1434.1803,"predicted"
"Lethrinus_genivittatus",1317.6194,"predicted"
"Lethrinus_harak",1394.8397,"predicted"
"Lethrinus_laticaudis",1228.3934,"predicted"
"Lethrinus_lentjan",1315.9131,"predicted"
"Lethrinus_microdon",1332.5713,"predicted"
"Lethrinus_miniatus",1541.3864,"predicted"
"Lethrinus_nebulosus",1383.893,"predicted"
"Lethrinus_obsoletus",1427.9253,"predicted"
"Lethrinus_olivaceus",1311.091,"predicted"
"Lethrinus_ornatus",1380.6458,"predicted"
"Lethrinus_rubrioperculatus",1228.4714,"predicted"
"Lethrinus_variegatus",1351.0737,"predicted"
"Lethrinus_xanthochilus",1226.7954,"predicted"
"Leviprora_inops",1357.1493,"predicted"
"Limnichthys_fasciatus",1345.1106,"predicted"
"Liparis_montagui",1318.1301,"predicted"
"Lipophrys_pholis",1457.6744,"predicted"
"Lithognathus_lithognathus",1242.6759,"predicted"
"Lithognathus_mormyrus",1257.274,"predicted"
"Liza_luciae",1285.9927,"predicted"
"Lotella_rhacina",1467.2693,"predicted"
"Lotilia_graciliosa",1591.3253,"predicted"
"Lucayablennius_zingaro",1406.3805,"predicted"
"Lutjanus_alexandrei",1417.1963,"predicted"
"Lutjanus_analis",1334.4404,"predicted"
"Lutjanus_apodus",1402.4552,"predicted"
"Lutjanus_aratus",1322.5951,"predicted"
"Lutjanus_argentimaculatus",1344.6616,"predicted"
"Lutjanus_argentiventris",1487.494,"evaluated"
"Lutjanus_biguttatus",1564.069,"predicted"
"Lutjanus_bohar",1298.369,"evaluated"
"Lutjanus_boutton",1462.3687,"predicted"
"Lutjanus_campechanus",1442.2312,"predicted"
"Lutjanus_carponotatus",1443.9221,"predicted"
"Lutjanus_cyanopterus",1368.2974,"predicted"
"Lutjanus_decussatus",1440.4116,"predicted"
"Lutjanus_ehrenbergii",1479.3174,"predicted"
"Lutjanus_erythropterus",1410.3489,"predicted"
"Lutjanus_fulviflamma",1531.2739,"predicted"
"Lutjanus_fulvus",1391.1348,"predicted"
"Lutjanus_gibbus",1433.606,"predicted"
"Lutjanus_griseus",1265.959,"predicted"
"Lutjanus_guttatus",1481.541,"predicted"
"Lutjanus_inermis",1321.0688,"predicted"
"Lutjanus_jocu",1342.5171,"predicted"
"Lutjanus_johnii",1308.3628,"predicted"
"Lutjanus_jordani",1326.7024,"predicted"
"Lutjanus_kasmira",1691.3702,"predicted"
"Lutjanus_lemniscatus",1236.4714,"predicted"
"Lutjanus_lutjanus",1500.5487,"predicted"
"Lutjanus_mahogoni",1346.4437,"predicted"
"Lutjanus_monostigma",1408.506,"evaluated"
"Lutjanus_novemfasciatus",1291.2458,"predicted"
"Lutjanus_quinquelineatus",1566.9905,"predicted"
"Lutjanus_rivulatus",1486.7561,"predicted"
"Lutjanus_rufolineatus",1436.8472,"predicted"
"Lutjanus_russellii",1330.5637,"predicted"
"Lutjanus_sebae",1696.047,"predicted"
"Lutjanus_semicinctus",1355.159,"evaluated"
"Lutjanus_synagris",1578.5201,"predicted"
"Lutjanus_viridis",1628.0603,"predicted"
"Lutjanus_vitta",1404.4753,"predicted"
"Luzonichthys_waitei",1506.5491,"predicted"
"Luzonichthys_whitleyi",1449.6881,"predicted"
"Lythrypnus_dalli",1591.874,"predicted"
"Lythrypnus_gilberti",1559.7585,"predicted"
"Lythrypnus_insularis",1505.1638,"predicted"
"Macolor_macularis",1668.6946,"predicted"
"Macolor_niger",1726.297,"evaluated"
"Macrodontogobius_wilburi",1220.302,"predicted"
"Macropharyngodon_bipartitus",1746.7021,"predicted"
"Macropharyngodon_choati",1666.8442,"predicted"
"Macropharyngodon_geoffroy",1898.0447,"predicted"
"Macropharyngodon_kuiteri",1662.2966,"predicted"
"Macropharyngodon_meleagris",1799.984,"evaluated"
"Macropharyngodon_negrosensis",1621.4495,"predicted"
"Macropharyngodon_ornatus",1668.3956,"predicted"
"Malacanthus_brevirostris",1436.272,"predicted"
"Malacanthus_latovittatus",1490.6523,"predicted"
"Malacanthus_plumieri",1446.1355,"predicted"
"Malacoctenus_boehlkei",1565.7848,"predicted"
"Malacoctenus_ebisui",1363.709,"predicted"
"Malacoctenus_hubbsi",1492.6179,"predicted"
"Malacoctenus_macropus",1499.9751,"predicted"
"Malacoctenus_margaritae",1338.1462,"predicted"
"Malacoctenus_tetranemus",1367.5176,"predicted"
"Malacoctenus_triangulatus",1513.9863,"predicted"
"Malacoctenus_zonifer",1521.1399,"predicted"
"Malacoctenus_zonogaster",1412.9541,"predicted"
"Manonichthys_splendens",1746.1772,"predicted"
"Maxillicosta_scabriceps",1475.5952,"predicted"
"Mccoskerichthys_sandae",1408.7358,"predicted"
"Mecaenichthys_immaculatus",1745.0483,"predicted"
"Medialuna_californiensis",1205.3402,"predicted"
"Megalops_atlanticus",1224.8859,"predicted"
"Meiacanthus_abruptus",1509.7166,"predicted"
"Meiacanthus_atrodorsalis",1469.7125,"predicted"
"Meiacanthus_bundoon",1410.7454,"predicted"
"Meiacanthus_crinitus",1452.9291,"predicted"
"Meiacanthus_ditrema",1439.7085,"predicted"
"Meiacanthus_grammistes",1575.2961,"predicted"
"Meiacanthus_kamoharai",1607.1533,"predicted"
"Meiacanthus_lineatus",1505.5907,"predicted"
"Meiacanthus_luteus",1622.6154,"predicted"
"Meiacanthus_mossambicus",1410.4639,"predicted"
"Meiacanthus_naevius",1338.7157,"predicted"
"Meiacanthus_nigrolineatus",1445.6245,"predicted"
"Meiacanthus_oualanensis",1430.1406,"predicted"
"Meiacanthus_phaeus",1375.9502,"predicted"
"Meiacanthus_smithi",1361.6455,"predicted"
"Meiacanthus_tongaensis",1509.9744,"predicted"
"Melanogrammus_aeglefinus",1363.9156,"predicted"
"Melichthys_indicus",1739.4326,"predicted"
"Melichthys_niger",1699.8853,"predicted"
"Melichthys_vidua",1573.4946,"predicted"
"Mendosoma_lineatum",1189.1102,"predicted"
"Meuschenia_australis",1431.9163,"predicted"
"Meuschenia_flavolineata",1475.6168,"predicted"
"Meuschenia_freycineti",1681.4695,"predicted"
"Meuschenia_galii",1528.0359,"predicted"
"Meuschenia_hippocrepis",1619.7286,"predicted"
"Meuschenia_scaber",1549.4988,"predicted"
"Meuschenia_trachylepis",1544.9167,"predicted"
"Meuschenia_venusta",1603.0442,"predicted"
"Microcanthus_strigatus",1715.6672,"predicted"
"Microgobius_microlepis",1449.46,"predicted"
"Microlepidotus_brevipinnis",1180.1348,"predicted"
"Microspathodon_bairdii",1696.1748,"predicted"
"Microspathodon_chrysurus",1835.7532,"predicted"
"Microspathodon_dorsalis",1565.7579,"predicted"
"Mimoblennius_lineathorax",1322.3285,"predicted"
"Mola_mola",1463.6879,"predicted"
"Molva_molva",1354.7855,"predicted"
"Monacanthus_chinensis",1678.9182,"predicted"
"Monacanthus_tuckeri",1580.267,"predicted"
"Monodactylus_argenteus",1589.3716,"predicted"
"Monotaxis_grandoculis",1464.3461,"predicted"
"Monotaxis_heterodon",1499.6179,"predicted"
"Mugil_cephalus",1415.9922,"predicted"
"Mugil_curema",1280.624,"predicted"
"Mugil_galapagensis",1278.4492,"predicted"
"Mulloidichthys_dentatus",1434.1772,"predicted"
"Mulloidichthys_flavolineatus",1389.0493,"predicted"
"Mulloidichthys_martinicus",1456.9955,"predicted"
"Mulloidichthys_mimicus",1462.753,"predicted"
"Mulloidichthys_vanicolensis",1368.178,"predicted"
"Mullus_argentinae",1342.4875,"predicted"
"Mullus_surmuletus",1403.9126,"predicted"
"Muraena_argus",1331.12,"predicted"
"Muraena_augusti",1326.2498,"predicted"
"Muraena_clepsydra",1306.7466,"predicted"
"Muraena_helena",1414.7526,"predicted"
"Muraena_lentiginosa",1342.0234,"predicted"
"Mycteroperca_bonaci",1614.4617,"predicted"
"Mycteroperca_fusca",1537.7317,"predicted"
"Mycteroperca_interstitialis",1376.8533,"predicted"
"Mycteroperca_jordani",1411.233,"evaluated"
"Mycteroperca_microlepis",1191.8065,"predicted"
"Mycteroperca_olfax",1422.769,"predicted"
"Mycteroperca_rosacea",1396.0552,"predicted"
"Mycteroperca_tigris",1422.4099,"predicted"
"Mycteroperca_xenarcha",1414.4342,"predicted"
"Myoxocephalus_scorpius",1517.5383,"predicted"
"Myrichthys_maculosus",1449.1531,"predicted"
"Myrichthys_tigrinus",1414.9673,"predicted"
"Myripristis_adusta",1418.405,"evaluated"
"Myripristis_amaena",1439.1243,"predicted"
"Myripristis_berndti",1303.1372,"predicted"
"Myripristis_clarionensis",1297.0007,"predicted"
"Myripristis_earlei",1403.3617,"predicted"
"Myripristis_gildi",1339.7977,"predicted"
"Myripristis_hexagona",1408.5466,"predicted"
"Myripristis_jacobus",1378.0109,"predicted"
"Myripristis_kochiensis",1349.8187,"predicted"
"Myripristis_kuntee",1358.3801,"predicted"
"Myripristis_leiognathus",1423.2395,"predicted"
"Myripristis_murdjan",1423.231,"predicted"
"Myripristis_pralinia",1498.1115,"predicted"
"Myripristis_randalli",1362.5259,"predicted"
"Myripristis_tiki",1352.2021,"predicted"
"Myripristis_violacea",1360.31455131177,"evaluated"
"Myripristis_vittata",1406.2775,"predicted"
"Nannosalarias_nativitatis",1362.7563,"predicted"
"Naso_annulatus",1455.4316,"predicted"
"Naso_brachycentron",1292.8494,"predicted"
"Naso_brevirostris",1504.3239,"predicted"
"Naso_caeruleacauda",1448.5753,"predicted"
"Naso_caesius",1293.517,"evaluated"
"Naso_elegans",1684.8381,"predicted"
"Naso_fageni",1368.9445,"predicted"
"Naso_hexacanthus",1411.6263,"predicted"
"Naso_lituratus",1614.8984,"predicted"
"Naso_thynnoides",1355.3523,"predicted"
"Naso_tonganus",1598.5767,"predicted"
"Naso_unicornis",1550.7036,"predicted"
"Naso_vlamingii",1611.6796,"predicted"
"Neatypus_obliquus",1674.0596,"predicted"
"Nectamia_similis",1386.2756,"predicted"
"Nelusetta_ayraud",1458.4214,"predicted"
"Nemadactylus_bergi",1318.3884,"predicted"
"Nemadactylus_douglasii",1282.1809,"predicted"
"Nemadactylus_macropterus",1207.2124,"predicted"
"Nemadactylus_valenciennesi",1513.75,"predicted"
"Nemateleotris_magnifica",1633.5742,"predicted"
"Neocirrhites_armatus",1637.7773,"predicted"
"Neoditrema_ransonnetii",1237.1837,"predicted"
"Neoglyphidodon_bonang",1559.6959,"predicted"
"Neoglyphidodon_carlsoni",1373.701,"evaluated"
"Neoglyphidodon_crossi",1830.3406,"predicted"
"Neoglyphidodon_melas",1550.3518,"predicted"
"Neoglyphidodon_nigroris",1659.918,"evaluated"
"Neoglyphidodon_oxyodon",1817.752,"predicted"
"Neoglyphidodon_polyacanthus",1781.5056,"predicted"
"Neoglyphidodon_thoracotaeniatus",1547.179,"predicted"
"Neomyxus_leuciscus",1206.4661,"predicted"
"Neoniphon_argenteus",1429.8724,"predicted"
"Neoniphon_marianus",1556.3911,"predicted"
"Neoniphon_opercularis",1554.5952,"predicted"
"Neoniphon_sammara",1575.9587,"predicted"
"Neoodax_balteatus",1340.9938,"predicted"
"Neopomacentrus_anabatoides",1272.467,"predicted"
"Neopomacentrus_aquadulcis",1331.541,"predicted"
"Neopomacentrus_azysron",1501.5151,"predicted"
"Neopomacentrus_bankieri",1330.4,"predicted"
"Neopomacentrus_cyanomos",1472.9277,"predicted"
"Neopomacentrus_filamentosus",1405.2601,"predicted"
"Neopomacentrus_metallicus",1357.9194,"predicted"
"Neopomacentrus_miryae",1323.675,"predicted"
"Neopomacentrus_nemurus",1352.3517,"predicted"
"Neopomacentrus_violascens",1397.8514,"predicted"
"Neosebastes_pandus",1438.5247,"predicted"
"Neosebastes_scorpaenoides",1667.9977,"predicted"
"Nesogobius_hinsbyi",1388.828,"predicted"
"Nesogobius_pulchellus",1532.7555,"predicted"
"Nexilosus_latifrons",1537.7238,"predicted"
"Nicholsina_denticulata",1337.9336,"predicted"
"Notocirrhitus_splendens",1573.9595,"predicted"
"Notoclinops_segmentatus",1529.0083,"predicted"
"Notoclinops_yaldwyni",1386.1888,"predicted"
"Notoclinus_fenestratus",1462.6995,"predicted"
"Notolabrus_celidotus",1319.3987,"predicted"
"Notolabrus_cinctus",1255.4724,"predicted"
"Notolabrus_fucicola",1358.6859,"predicted"
"Notolabrus_gymnogenis",1522.6748,"predicted"
"Notolabrus_inscriptus",1521.5032,"predicted"
"Notolabrus_parilus",1512.4773,"predicted"
"Notolabrus_tetricus",1377.239,"predicted"
"Novaculichthys_taeniourus",1778.4194,"predicted"
"Oblada_melanura",1380.4578,"predicted"
"Ocyurus_chrysurus",1454.2742,"predicted"
"Odax_cyanoallix",1370.4014,"predicted"
"Odax_pullus",1415.8008,"predicted"
"Odontoscion_dentex",1251.8627,"predicted"
"Odontoscion_eurymesops",1368.6885,"predicted"
"Odontoscion_xanthops",1299.4324,"predicted"
"Odonus_niger",1805.6058,"predicted"
"Ogcocephalus_darwini",1408.8049,"predicted"
"Ogilbia_cocoensis",1297.5425,"predicted"
"Ogilbia_galapagosensis",1343.4113,"predicted"
"Ogilbichthys_ferocis",1309.1199,"predicted"
"Ogilbyina_novaehollandiae",1503.9121,"predicted"
"Ogilbyina_queenslandiae",1631.9861,"predicted"
"Olisthops_cyanomelas",1518.7268,"predicted"
"Oman_ypsilon",1344.0696,"predicted"
"Omegophora_armilla",1430.0234,"predicted"
"Omegophora_cyanopunctata",1500.4867,"predicted"
"Omobranchus_aurosplendidus",1415.247,"evaluated"
"Omobranchus_germaini",1407.1223,"predicted"
"Omobranchus_mekranensis",1290.4287,"predicted"
"Omobranchus_smithi",1390.368,"evaluated"
"Ophioblennius_atlanticus",1392.8855,"predicted"
"Ophioblennius_clippertonensis",1271.137,"predicted"
"Ophioblennius_steindachneri",1290.8468,"predicted"
"Ophiodon_elongatus",1494.767,"predicted"
"Ophthalmolepis_lineolata",1611.84,"evaluated"
"Opisthocentrus_ocellatus",1425.9073,"predicted"
"Opisthocentrus_tenuis",1327.1914,"predicted"
"Opisthocentrus_zonope",1395.4043,"predicted"
"Opistognathus_aurifrons",1522.0906,"predicted"
"Opistognathus_darwiniensis",1403.1252,"predicted"
"Opistognathus_randalli",1448.291,"predicted"
"Oplegnathus_conwayi",1189.7871,"predicted"
"Oplegnathus_insignis",1724.7053,"predicted"
"Optivus_agastos",1263.5063,"predicted"
"Orthonopias_triacis",1527.267,"predicted"
"Orthopristis_forbesi",1183.5613,"predicted"
"Ostorhinchus_angustatus",1414.5461,"predicted"
"Ostorhinchus_apogonoides",1432.7222,"predicted"
"Ostorhinchus_aureus",1516.56,"predicted"
"Ostorhinchus_capricornis",1501.4268,"predicted"
"Ostorhinchus_chrysotaenia",1560.006,"predicted"
"Ostorhinchus_doederleini",1387.3462,"predicted"
"Ostorhinchus_fasciatus",1332.3228,"predicted"
"Ostorhinchus_flavus",1279.6362,"predicted"
"Ostorhinchus_limenus",1674.7198,"predicted"
"Ostorhinchus_luteus",1303.8987,"predicted"
"Ostorhinchus_multilineatus",1429.0538,"predicted"
"Ostorhinchus_nigrofasciatus",1543.8362,"predicted"
"Ostorhinchus_norfolcensis",1371.1292,"predicted"
"Ostorhinchus_notatus",1284.7426,"predicted"
"Ostorhinchus_parvulus",1461.199,"predicted"
"Ostorhinchus_properuptus",1570.8623,"predicted"
"Ostorhinchus_rubrimacula",1482.2964,"predicted"
"Ostorhinchus_schlegeli",1517.7869,"predicted"
"Ostorhinchus_sealei",1510.2434,"predicted"
"Ostorhinchus_urostigmus",1299.376,"predicted"
"Ostorhinchus_victoriae",1564.9193,"predicted"
"Ostorhinchus_wassinki",1519.379,"predicted"
"Ostracion_cubicus",1733.8164,"predicted"
"Ostracion_cyanurus",1741.5085,"predicted"
"Ostracion_immaculatus",1664.5249,"predicted"
"Ostracion_meleagris",1843.75,"evaluated"
"Ostracion_solorensis",1717.666,"predicted"
"Ostracion_whitleyi",1761.6765,"predicted"
"Othos_dentex",1584.0945,"predicted"
"Oxycercichthys_veliferus",1411.4589,"predicted"
"Oxycheilinus_bimaculatus",1576.8466,"predicted"
"Oxycheilinus_celebicus",1584.4089,"predicted"
"Oxycheilinus_digramma",1530.8949,"predicted"
"Oxycheilinus_mentalis",1436.4125,"predicted"
"Oxycheilinus_orientalis",1460.0889,"predicted"
"Oxycheilinus_unifasciatus",1457.1246,"predicted"
"Oxycirrhites_typus",1631.364,"predicted"
"Oxyjulis_californica",1430.5046,"predicted"
"Oxylebius_pictus",1428.7758,"predicted"
"Oxymonacanthus_longirostris",1772.28886118986,"evaluated"
"Pachymetopon_aeneum",1228.0526,"predicted"
"Pachymetopon_blochii",1207.3514,"predicted"
"Pachymetopon_grande",1213.8433,"predicted"
"Pagellus_acarne",1254.1539,"predicted"
"Pagellus_erythrinus",1395.0343,"predicted"
"Pagrus_auratus",1365.6183,"predicted"
"Pagrus_auriga",1649.8574,"predicted"
"Pagrus_pagrus",1241.4092,"predicted"
"Parablennius_gattorugine",1420.6421,"predicted"
"Parablennius_incognitus",1438.1276,"predicted"
"Parablennius_intermedius",1462.4147,"predicted"
"Parablennius_laticlavius",1402.783,"predicted"
"Parablennius_marmoreus",1463.8003,"predicted"
"Parablennius_pilicornis",1397.4636,"predicted"
"Parablennius_rouxi",1396.5024,"predicted"
"Parablennius_sanguinolentus",1383.0377,"predicted"
"Parablennius_serratolineatus",1456.998,"predicted"
"Parablennius_tasmanianus",1335.0657,"predicted"
"Parablennius_zvonimiri",1423.0574,"predicted"
"Paracaesio_xanthura",1600.2036,"predicted"
"Paracanthurus_hepatus",1838.7744,"predicted"
"Paracentropyge_multifasciata",1720.8003,"predicted"
"Parachaetodon_ocellatus",1641.4714,"predicted"
"Paracheilinus_cyaneus",1729.5305,"predicted"
"Paracheilinus_octotaenia",1766.207,"predicted"
"Paracirrhites_arcatus",1565.1049,"predicted"
"Paracirrhites_forsteri",1551.2048,"predicted"
"Paracirrhites_hemistictus",1462.4702,"predicted"
"Paracirrhites_nisus",1476.4078,"predicted"
"Paracirrhites_xanthus",1536.6909,"predicted"
"Paradiancistrus_cuyoensis",1216.163,"evaluated"
"Paragobiodon_echinocephalus",1440.3807,"predicted"
"Paragobiodon_xanthosoma",1526.4285,"predicted"
"Parajulis_poecilepterus",1565.7842,"predicted"
"Paralabrax_albomaculatus",1412.5167,"predicted"
"Paralabrax_auroguttatus",1432.1877,"predicted"
"Paralabrax_clathratus",1489.4446,"predicted"
"Paralabrax_maculatofasciatus",1301.8549,"predicted"
"Paralabrax_nebulifer",1268.3613,"predicted"
"Paraluteres_prionurus",1764.3374,"predicted"
"Paramonacanthus_japonicus",1504.9475,"predicted"
"Paranotothenia_magellanica",1378.012,"predicted"
"Paranthias_colonus",1515.7318,"predicted"
"Paranthias_furcifer",1342.3772,"predicted"
"Parapercis_australis",1381.4668,"predicted"
"Parapercis_clathrata",1436.9478,"predicted"
"Parapercis_colias",1411.136,"predicted"
"Parapercis_haackei",1359.1292,"predicted"
"Parapercis_lineopunctata",1367.1289,"predicted"
"Parapercis_millepunctata",1427.8948,"predicted"
"Parapercis_multiplicata",1378.3313,"predicted"
"Parapercis_pacifica",1477.491,"predicted"
"Parapercis_queenslandica",1406.7118,"predicted"
"Parapercis_ramsayi",1342.7375,"predicted"
"Parapercis_schauinslandii",1434.1189,"predicted"
"Parapercis_snyderi",1369.0573,"predicted"
"Parapercis_stricticeps",1368.9072,"predicted"
"Parapercis_tetracantha",1473.179,"predicted"
"Parapercis_xanthogramma",1437.443,"predicted"
"Parapercis_xanthozona",1319.7981,"predicted"
"Paraplesiops_bleekeri",1788.8423,"predicted"
"Paraplesiops_meleagris",1663.9185,"predicted"
"Paraplesiops_poweri",1600.0012,"predicted"
"Paraplotosus_butleri",1461.114,"predicted"
"Parapriacanthus_dispar",1354.9062,"predicted"
"Parapriacanthus_elongatus",1297.6631,"predicted"
"Parapriacanthus_ransonneti",1398.1204,"predicted"
"Parapristipoma_octolineatum",1519.1543,"predicted"
"Parapristipoma_trilineatum",1422.5295,"predicted"
"Parascorpis_typus",1229.3701,"predicted"
"Paratrachichthys_trailli",1318.6338,"predicted"
"Pareques_acuminatus",1642.4985,"predicted"
"Pareques_perissa",1587.507,"predicted"
"Pareques_viola",1580.8508,"predicted"
"Parequula_melbournensis",1356.0615,"predicted"
"Paristiopterus_gallipavo",1631.7678,"predicted"
